Month,Place,Outdoor.Temperatures
May,1.Concord,57.2
May,1.Concord,57
May,1.Concord,57.2
May,1.Concord,57
May,1.Concord,57.2
May,1.Concord,56.8
May,1.Concord,55.9
May,1.Concord,55.8
May,1.Concord,54.1
May,1.Concord,54.9
May,1.Concord,54.7
May,1.Concord,55
May,1.Concord,55
May,1.Concord,56.1
May,1.Concord,57.2
May,1.Concord,59.4
May,1.Concord,62.1
May,1.Concord,64.2
May,1.Concord,62.6
May,1.Concord,60.4
May,1.Concord,63
May,1.Concord,63.5
May,1.Concord,64.8
May,1.Concord,63.7
May,1.Concord,60.8
May,1.Concord,59.9
May,1.Concord,57.7
May,1.Concord,55.9
May,1.Concord,55.8
May,1.Concord,55
May,1.Concord,54.9
May,1.Concord,53.8
May,1.Concord,53.1
May,1.Concord,53.1
May,1.Concord,53.1
May,1.Concord,53.2
May,1.Concord,53.2
May,1.Concord,54.1
May,1.Concord,55
May,1.Concord,55.9
May,1.Concord,57.9
May,1.Concord,57.7
May,1.Concord,56.5
May,1.Concord,61.2
May,1.Concord,63
May,1.Concord,63.1
May,1.Concord,63.1
May,1.Concord,62.4
May,1.Concord,60.8
May,1.Concord,59.9
May,1.Concord,57.6
May,1.Concord,54.9
May,1.Concord,53.8
May,1.Concord,52
May,1.Concord,51.8
May,1.Concord,50.2
May,1.Concord,50.7
May,1.Concord,47.8
May,1.Concord,46.8
May,1.Concord,45.1
May,1.Concord,47.5
May,1.Concord,51.4
May,1.Concord,54.5
May,1.Concord,58.1
May,1.Concord,59.4
May,1.Concord,62.2
May,1.Concord,64.2
May,1.Concord,66.2
May,1.Concord,66.7
May,1.Concord,66
May,1.Concord,65.7
May,1.Concord,64.4
May,1.Concord,62.4
May,1.Concord,58.8
May,1.Concord,56.8
May,1.Concord,55.8
May,1.Concord,54
May,1.Concord,53.8
May,1.Concord,52
May,1.Concord,51.8
May,1.Concord,49.8
May,1.Concord,48.9
May,1.Concord,48.7
May,1.Concord,47.1
May,1.Concord,49.3
May,1.Concord,52.3
May,1.Concord,55.4
May,1.Concord,58.3
May,1.Concord,61.2
May,1.Concord,62.8
May,1.Concord,61.9
May,1.Concord,61.2
May,1.Concord,62.1
May,1.Concord,61.5
May,1.Concord,58.6
May,1.Concord,55.9
May,1.Concord,55.4
May,1.Concord,53.6
May,1.Concord,53.6
May,1.Concord,52.9
May,1.Concord,52
May,1.Concord,51.8
May,1.Concord,51.3
May,1.Concord,50.9
May,1.Concord,49.8
May,1.Concord,48
May,1.Concord,48
May,1.Concord,48.2
May,1.Concord,50.5
May,1.Concord,54.1
May,1.Concord,56.3
May,1.Concord,57.2
May,1.Concord,60.4
May,1.Concord,62.1
May,1.Concord,62.2
May,1.Concord,64.2
May,1.Concord,66.2
May,1.Concord,66.7
May,1.Concord,66.4
May,1.Concord,64.9
May,1.Concord,64.4
May,1.Concord,59.5
May,1.Concord,55.8
May,1.Concord,53.8
May,1.Concord,52.9
May,1.Concord,52
May,1.Concord,52
May,1.Concord,51.8
May,1.Concord,51.3
May,1.Concord,51.8
May,1.Concord,50.9
May,1.Concord,50
May,1.Concord,50.2
May,1.Concord,51.4
May,1.Concord,54.1
May,1.Concord,56.1
May,1.Concord,58.1
May,1.Concord,60.3
May,1.Concord,62.1
May,1.Concord,62.1
May,1.Concord,62.1
May,1.Concord,61.5
May,1.Concord,59.7
May,1.Concord,58.5
May,1.Concord,58.5
May,1.Concord,54.9
May,1.Concord,52.9
May,1.Concord,51.1
May,1.Concord,51.1
May,1.Concord,50.9
May,1.Concord,49.8
May,1.Concord,48.7
May,1.Concord,47.8
May,1.Concord,45.9
May,1.Concord,44.8
May,1.Concord,43.2
May,1.Concord,44.6
May,1.Concord,49.3
May,1.Concord,52.5
May,1.Concord,56.3
May,1.Concord,59.4
May,1.Concord,62.2
May,1.Concord,62.8
May,1.Concord,62.2
May,1.Concord,64.2
May,1.Concord,66
May,1.Concord,66
May,1.Concord,64.4
May,1.Concord,62.6
May,1.Concord,59.7
May,1.Concord,56.8
May,1.Concord,54.9
May,1.Concord,52.9
May,1.Concord,51.1
May,1.Concord,51.1
May,1.Concord,50
May,1.Concord,50
May,1.Concord,49.8
May,1.Concord,48.9
May,1.Concord,48
May,1.Concord,48
May,1.Concord,52
May,1.Concord,56.3
May,1.Concord,59.5
May,1.Concord,63.3
May,1.Concord,66.2
May,1.Concord,67.1
May,1.Concord,69.3
May,1.Concord,70
May,1.Concord,69.8
May,1.Concord,69.4
May,1.Concord,68.5
May,1.Concord,67.6
May,1.Concord,64.6
May,1.Concord,61.5
May,1.Concord,56.8
May,1.Concord,54.9
May,1.Concord,53.8
May,1.Concord,52.9
May,1.Concord,51.8
May,1.Concord,51.1
May,1.Concord,50.9
May,1.Concord,50
May,1.Concord,50
May,1.Concord,50.4
May,1.Concord,53.6
May,1.Concord,57.6
May,1.Concord,61.2
May,1.Concord,63.5
May,1.Concord,67.3
May,1.Concord,70.2
May,1.Concord,72.1
May,1.Concord,73.8
May,1.Concord,72.9
May,1.Concord,72.1
May,1.Concord,70.9
May,1.Concord,69.4
May,1.Concord,65.5
May,1.Concord,60.6
May,1.Concord,57.7
May,1.Concord,55.8
May,1.Concord,54
May,1.Concord,54
May,1.Concord,53.8
May,1.Concord,51.8
May,1.Concord,50.9
May,1.Concord,49.8
May,1.Concord,48.2
May,1.Concord,50.5
May,1.Concord,54.3
May,1.Concord,57.6
May,1.Concord,61.5
May,1.Concord,66.4
May,1.Concord,69.6
May,1.Concord,74.1
May,1.Concord,75.6
May,1.Concord,78.8
May,1.Concord,78.3
May,1.Concord,78.8
May,1.Concord,78.4
May,1.Concord,77.7
May,1.Concord,74.1
May,1.Concord,67.5
May,1.Concord,63.9
May,1.Concord,61.7
May,1.Concord,59.2
May,1.Concord,59.9
May,1.Concord,57.4
May,1.Concord,53.8
May,1.Concord,52
May,1.Concord,52
May,1.Concord,52.2
May,1.Concord,53.6
May,1.Concord,58.6
May,1.Concord,64.4
May,1.Concord,67.5
May,1.Concord,71.6
May,1.Concord,76.1
May,1.Concord,77.9
May,1.Concord,77.4
May,1.Concord,80.2
May,1.Concord,80.8
May,1.Concord,80.2
May,1.Concord,77.9
May,1.Concord,76.5
May,1.Concord,66
May,1.Concord,62.1
May,1.Concord,59
May,1.Concord,55.9
May,1.Concord,55
May,1.Concord,54
May,1.Concord,53.8
May,1.Concord,53.1
May,1.Concord,53.2
May,1.Concord,54
May,1.Concord,54.1
May,1.Concord,55
May,1.Concord,55.2
May,1.Concord,57
May,1.Concord,60.3
May,1.Concord,63.1
May,1.Concord,64.2
May,1.Concord,65.1
May,1.Concord,66.9
May,1.Concord,66.7
May,1.Concord,65.7
May,1.Concord,64
May,1.Concord,62.4
May,1.Concord,61.7
May,1.Concord,58.8
May,1.Concord,56.8
May,1.Concord,55
May,1.Concord,54.9
May,1.Concord,54
May,1.Concord,54
May,1.Concord,53.8
May,1.Concord,53.1
May,1.Concord,53.1
May,1.Concord,53.1
May,1.Concord,53.1
May,1.Concord,53.2
May,1.Concord,55.2
May,1.Concord,57.4
May,1.Concord,61
May,1.Concord,63.3
May,1.Concord,66.2
May,1.Concord,66.9
May,1.Concord,66.7
May,1.Concord,66
May,1.Concord,66.2
May,1.Concord,66.4
May,1.Concord,65.8
May,1.Concord,64.4
May,1.Concord,60.4
May,1.Concord,56.8
May,1.Concord,54.9
May,1.Concord,53.8
May,1.Concord,52.9
May,1.Concord,52
May,1.Concord,51.8
May,1.Concord,51.1
May,1.Concord,50.9
May,1.Concord,48.9
May,1.Concord,49.1
May,1.Concord,50.4
May,1.Concord,53.1
May,1.Concord,57
May,1.Concord,62.6
May,1.Concord,66.6
May,1.Concord,70.2
May,1.Concord,71.6
May,1.Concord,75.2
May,1.Concord,75.9
May,1.Concord,75.7
May,1.Concord,74.8
May,1.Concord,73.9
May,1.Concord,73
May,1.Concord,72.5
May,1.Concord,68.5
May,1.Concord,63.7
May,1.Concord,60.8
May,1.Concord,59.7
May,1.Concord,56.8
May,1.Concord,54.7
May,1.Concord,51.8
May,1.Concord,51.1
May,1.Concord,51.1
May,1.Concord,51.3
May,1.Concord,52.2
May,1.Concord,54.3
May,1.Concord,57.4
May,1.Concord,61
May,1.Concord,67.5
May,1.Concord,70.3
May,1.Concord,72
May,1.Concord,75.2
May,1.Concord,75.9
May,1.Concord,75.9
May,1.Concord,75.9
May,1.Concord,75.4
May,1.Concord,74.5
May,1.Concord,70.5
May,1.Concord,65.7
May,1.Concord,62.6
May,1.Concord,60.1
May,1.Concord,59.9
May,1.Concord,57.7
May,1.Concord,55.2
May,1.Concord,50
May,1.Concord,50
May,1.Concord,49.8
May,1.Concord,49.1
May,1.Concord,51.6
May,1.Concord,56.7
May,1.Concord,62.1
May,1.Concord,65.1
May,1.Concord,67.1
May,1.Concord,70.3
May,1.Concord,73
May,1.Concord,73.9
May,1.Concord,75.2
May,1.Concord,76.8
May,1.Concord,76.6
May,1.Concord,75.9
May,1.Concord,75.7
May,1.Concord,73.4
May,1.Concord,69.4
May,1.Concord,64.9
May,1.Concord,64.4
May,1.Concord,60.6
May,1.Concord,57.7
May,1.Concord,55.8
May,1.Concord,53.8
May,1.Concord,51.8
May,1.Concord,51.1
May,1.Concord,51.3
May,1.Concord,53.6
May,1.Concord,58.8
May,1.Concord,66.6
May,1.Concord,71.6
May,1.Concord,75.2
May,1.Concord,76.1
May,1.Concord,78.6
May,1.Concord,82.2
May,1.Concord,84
May,1.Concord,84.2
May,1.Concord,85.1
May,1.Concord,84.9
May,1.Concord,84.4
May,1.Concord,80.4
May,1.Concord,75.7
May,1.Concord,74.5
May,1.Concord,69.4
May,1.Concord,65.8
May,1.Concord,63.9
May,1.Concord,61.7
May,1.Concord,58.8
May,1.Concord,57.7
May,1.Concord,56.8
May,1.Concord,55.6
May,1.Concord,59.5
May,1.Concord,63.7
May,1.Concord,69.6
May,1.Concord,73.8
May,1.Concord,79.3
May,1.Concord,82.4
May,1.Concord,85.1
May,1.Concord,86.4
May,1.Concord,88.9
May,1.Concord,87.8
May,1.Concord,87.4
May,1.Concord,86.5
May,1.Concord,85.5
May,1.Concord,81.5
May,1.Concord,77.7
May,1.Concord,74.1
May,1.Concord,68
May,1.Concord,67.5
May,1.Concord,63.9
May,1.Concord,62.6
May,1.Concord,59.9
May,1.Concord,57.7
May,1.Concord,55.8
May,1.Concord,55.6
May,1.Concord,59.5
May,1.Concord,64.6
May,1.Concord,68.9
May,1.Concord,75.6
May,1.Concord,79.3
May,1.Concord,82.2
May,1.Concord,84.6
May,1.Concord,88.2
May,1.Concord,89.2
May,1.Concord,90
May,1.Concord,89.6
May,1.Concord,88.3
May,1.Concord,86.5
May,1.Concord,82
May,1.Concord,74.1
May,1.Concord,67.8
May,1.Concord,65.5
May,1.Concord,60.6
May,1.Concord,57.9
May,1.Concord,57.7
May,1.Concord,56.8
May,1.Concord,55
May,1.Concord,55
May,1.Concord,55.2
May,1.Concord,56.5
May,1.Concord,61.5
May,1.Concord,66.6
May,1.Concord,71.6
May,1.Concord,75.4
May,1.Concord,78.4
May,1.Concord,81.5
May,1.Concord,85.1
May,1.Concord,87.1
May,1.Concord,87.1
May,1.Concord,86.7
May,1.Concord,85.8
May,1.Concord,84.6
May,1.Concord,81.5
May,1.Concord,76.5
May,1.Concord,72.1
May,1.Concord,65.7
May,1.Concord,62.4
May,1.Concord,58.8
May,1.Concord,55.9
May,1.Concord,56.1
May,1.Concord,56.8
May,1.Concord,55.8
May,1.Concord,55.2
May,1.Concord,57.6
May,1.Concord,61.7
May,1.Concord,67.5
May,1.Concord,72.5
May,1.Concord,76.5
May,1.Concord,81.3
May,1.Concord,84.2
May,1.Concord,86.2
May,1.Concord,86.9
May,1.Concord,85.5
May,1.Concord,83.1
May,1.Concord,79.9
May,1.Concord,77.2
May,1.Concord,69.1
May,1.Concord,62.2
May,1.Concord,56.8
May,1.Concord,55.9
May,1.Concord,55.8
May,1.Concord,55.2
May,1.Concord,55
May,1.Concord,55
May,1.Concord,54.9
May,1.Concord,53.8
May,1.Concord,54.1
May,1.Concord,56.1
May,1.Concord,57.7
May,1.Concord,60.1
May,1.Concord,63
May,1.Concord,65.1
May,1.Concord,67.3
May,1.Concord,70
May,1.Concord,65.3
May,1.Concord,68.2
May,1.Concord,68.9
May,1.Concord,68.5
May,1.Concord,66.4
May,1.Concord,64.4
May,1.Concord,60.8
May,1.Concord,58.8
May,1.Concord,57.6
May,1.Concord,57.7
May,1.Concord,57
May,1.Concord,55.9
May,1.Concord,56.1
May,1.Concord,57.9
May,1.Concord,57.7
May,1.Concord,58.1
May,1.Concord,58.8
May,1.Concord,58.3
May,1.Concord,61
May,1.Concord,62.2
May,1.Concord,64.2
May,1.Concord,66.2
May,1.Concord,67.1
May,1.Concord,70.2
May,1.Concord,72
May,1.Concord,72
May,1.Concord,71.8
May,1.Concord,70.2
May,1.Concord,68.4
May,1.Concord,66.7
May,1.Concord,65.5
May,1.Concord,62.1
May,1.Concord,61.5
May,1.Concord,61
May,1.Concord,60.8
May,1.Concord,60.3
May,1.Concord,58.8
May,1.Concord,56.8
May,1.Concord,55.8
May,1.Concord,54.9
May,1.Concord,53.2
May,1.Concord,54.5
May,1.Concord,58.5
May,1.Concord,63.1
May,1.Concord,65.1
May,1.Concord,67.5
May,1.Concord,71.2
May,1.Concord,73.4
May,1.Concord,76.3
May,1.Concord,78.8
May,1.Concord,77
May,1.Concord,77
May,1.Concord,77
May,1.Concord,76.8
May,1.Concord,74.5
May,1.Concord,70.9
May,1.Concord,66
May,1.Concord,63.9
May,1.Concord,62.1
May,1.Concord,61.5
May,1.Concord,58.1
May,1.Concord,58.8
May,1.Concord,57.7
May,1.Concord,56.8
May,1.Concord,56.5
May,1.Concord,60.6
May,1.Concord,64.9
May,1.Concord,71.6
May,1.Concord,75.7
May,1.Concord,81.3
May,1.Concord,84.6
May,1.Concord,88.3
May,1.Concord,91.2
May,1.Concord,92.1
May,1.Concord,93.7
May,1.Concord,92.7
May,1.Concord,90.9
May,1.Concord,88
May,1.Concord,84.9
May,1.Concord,75.9
May,1.Concord,73.4
May,1.Concord,70.9
May,1.Concord,68.9
May,1.Concord,66.7
May,1.Concord,65.1
May,1.Concord,59.2
May,1.Concord,59.9
May,1.Concord,57.9
May,1.Concord,58.3
May,1.Concord,61.5
May,1.Concord,66.6
May,1.Concord,71.8
May,1.Concord,77.7
May,1.Concord,83.5
May,1.Concord,87.4
May,1.Concord,90.5
May,1.Concord,94.1
May,1.Concord,96.1
May,1.Concord,96.3
May,1.Concord,96.8
May,1.Concord,94.6
May,1.Concord,91
May,1.Concord,84.7
May,1.Concord,82.8
May,1.Concord,81.9
May,1.Concord,79.2
May,1.Concord,72.3
May,1.Concord,75
May,1.Concord,73.9
May,1.Concord,66
May,1.Concord,65.5
May,1.Concord,61.9
May,1.Concord,61.2
May,1.Concord,64
May,1.Concord,72.5
May,1.Concord,71.8
May,1.Concord,77
May,1.Concord,77
May,1.Concord,76.1
May,1.Concord,73.4
May,1.Concord,70.9
May,1.Concord,68.9
May,1.Concord,67.8
May,1.Concord,66.7
May,1.Concord,65.8
May,1.Concord,64.6
May,1.Concord,62.1
May,1.Concord,61.9
May,1.Concord,60.1
May,1.Concord,59.9
May,1.Concord,59
May,1.Concord,58.8
May,1.Concord,57.9
May,1.Concord,57.9
May,1.Concord,57.9
May,1.Concord,57.7
May,1.Concord,57
May,1.Concord,57
May,1.Concord,57
May,1.Concord,57.2
May,1.Concord,59.2
May,1.Concord,61.5
May,1.Concord,65.1
May,1.Concord,66.4
May,1.Concord,70.3
May,1.Concord,73.2
May,1.Concord,74.1
May,1.Concord,75.4
May,1.Concord,74.5
May,1.Concord,73.4
May,1.Concord,66
May,1.Concord,63.9
May,1.Concord,61.9
May,1.Concord,59.9
May,1.Concord,58.8
May,1.Concord,57.9
May,1.Concord,57.7
May,1.Concord,55.9
May,1.Concord,55.8
May,1.Concord,54.9
May,1.Concord,54.1
May,1.Concord,56.3
May,1.Concord,59.4
May,1.Concord,62.6
May,1.Concord,67.3
May,1.Concord,70.5
May,1.Concord,75.6
May,1.Concord,79.2
May,1.Concord,81.1
May,1.Concord,82.2
May,1.Concord,82.8
May,1.Concord,82.2
May,1.Concord,81.5
May,1.Concord,80.8
May,1.Concord,78.3
May,1.Concord,71.6
May,1.Concord,65.3
May,1.Concord,61.9
Jun,1.Concord,60.3
Jun,1.Concord,59.5
Jun,1.Concord,59
Jun,1.Concord,58.3
Jun,1.Concord,57.7
Jun,1.Concord,56.8
Jun,1.Concord,55.9
Jun,1.Concord,56.3
Jun,1.Concord,59.4
Jun,1.Concord,62.2
Jun,1.Concord,63.1
Jun,1.Concord,65.1
Jun,1.Concord,67.1
Jun,1.Concord,67.8
Jun,1.Concord,66.7
Jun,1.Concord,66
Jun,1.Concord,66
Jun,1.Concord,65.7
Jun,1.Concord,64.4
Jun,1.Concord,62.4
Jun,1.Concord,58.8
Jun,1.Concord,56.8
Jun,1.Concord,54.9
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,53.8
Jun,1.Concord,52.9
Jun,1.Concord,52
Jun,1.Concord,52
Jun,1.Concord,52
Jun,1.Concord,52.2
Jun,1.Concord,53.2
Jun,1.Concord,55.6
Jun,1.Concord,59.2
Jun,1.Concord,61.5
Jun,1.Concord,65.5
Jun,1.Concord,69.4
Jun,1.Concord,72.3
Jun,1.Concord,74.8
Jun,1.Concord,74.1
Jun,1.Concord,75.7
Jun,1.Concord,75
Jun,1.Concord,73.4
Jun,1.Concord,71.2
Jun,1.Concord,65.1
Jun,1.Concord,58.6
Jun,1.Concord,55.8
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,53.8
Jun,1.Concord,53.1
Jun,1.Concord,52.9
Jun,1.Concord,52
Jun,1.Concord,52
Jun,1.Concord,52.2
Jun,1.Concord,53.4
Jun,1.Concord,56.1
Jun,1.Concord,58.6
Jun,1.Concord,64.6
Jun,1.Concord,69.6
Jun,1.Concord,73.6
Jun,1.Concord,78.6
Jun,1.Concord,82.8
Jun,1.Concord,81.9
Jun,1.Concord,81
Jun,1.Concord,80.8
Jun,1.Concord,81
Jun,1.Concord,80.8
Jun,1.Concord,78.1
Jun,1.Concord,71.4
Jun,1.Concord,67.6
Jun,1.Concord,64.8
Jun,1.Concord,63.9
Jun,1.Concord,61.9
Jun,1.Concord,60.8
Jun,1.Concord,58.8
Jun,1.Concord,58.1
Jun,1.Concord,58.8
Jun,1.Concord,58.1
Jun,1.Concord,60.6
Jun,1.Concord,65.5
Jun,1.Concord,70.5
Jun,1.Concord,75.6
Jun,1.Concord,79.5
Jun,1.Concord,84.4
Jun,1.Concord,87.4
Jun,1.Concord,90.1
Jun,1.Concord,91.2
Jun,1.Concord,92.8
Jun,1.Concord,91.9
Jun,1.Concord,91
Jun,1.Concord,90.9
Jun,1.Concord,88.5
Jun,1.Concord,84.2
Jun,1.Concord,78.4
Jun,1.Concord,74.7
Jun,1.Concord,71.4
Jun,1.Concord,67.8
Jun,1.Concord,65.5
Jun,1.Concord,62.2
Jun,1.Concord,63.1
Jun,1.Concord,63.9
Jun,1.Concord,63.5
Jun,1.Concord,67.5
Jun,1.Concord,72.3
Jun,1.Concord,75.9
Jun,1.Concord,82.6
Jun,1.Concord,87.6
Jun,1.Concord,91.4
Jun,1.Concord,93.9
Jun,1.Concord,97.2
Jun,1.Concord,98.8
Jun,1.Concord,97.9
Jun,1.Concord,97.7
Jun,1.Concord,97
Jun,1.Concord,96.4
Jun,1.Concord,91.4
Jun,1.Concord,87.4
Jun,1.Concord,82.8
Jun,1.Concord,80.4
Jun,1.Concord,76.5
Jun,1.Concord,71.4
Jun,1.Concord,67.8
Jun,1.Concord,65.7
Jun,1.Concord,62.8
Jun,1.Concord,61.2
Jun,1.Concord,62.1
Jun,1.Concord,64.9
Jun,1.Concord,70.5
Jun,1.Concord,75.6
Jun,1.Concord,79.5
Jun,1.Concord,83.5
Jun,1.Concord,87.3
Jun,1.Concord,89.2
Jun,1.Concord,91.2
Jun,1.Concord,91.8
Jun,1.Concord,90.7
Jun,1.Concord,88.7
Jun,1.Concord,87.4
Jun,1.Concord,86.9
Jun,1.Concord,84.2
Jun,1.Concord,77.2
Jun,1.Concord,70.5
Jun,1.Concord,66.7
Jun,1.Concord,64.8
Jun,1.Concord,63.9
Jun,1.Concord,62.6
Jun,1.Concord,59.9
Jun,1.Concord,57.7
Jun,1.Concord,56.8
Jun,1.Concord,56.1
Jun,1.Concord,58.5
Jun,1.Concord,62.6
Jun,1.Concord,67.5
Jun,1.Concord,71.6
Jun,1.Concord,75.4
Jun,1.Concord,78.6
Jun,1.Concord,82.2
Jun,1.Concord,84.2
Jun,1.Concord,85.1
Jun,1.Concord,85.5
Jun,1.Concord,82.9
Jun,1.Concord,80.4
Jun,1.Concord,79.5
Jun,1.Concord,74.3
Jun,1.Concord,68.7
Jun,1.Concord,65.7
Jun,1.Concord,62.8
Jun,1.Concord,61.9
Jun,1.Concord,60.8
Jun,1.Concord,59.7
Jun,1.Concord,56.8
Jun,1.Concord,55.9
Jun,1.Concord,55.8
Jun,1.Concord,54.1
Jun,1.Concord,56.7
Jun,1.Concord,62.8
Jun,1.Concord,68.4
Jun,1.Concord,71.6
Jun,1.Concord,75.2
Jun,1.Concord,77.5
Jun,1.Concord,81.1
Jun,1.Concord,82.2
Jun,1.Concord,82.8
Jun,1.Concord,81.9
Jun,1.Concord,80.6
Jun,1.Concord,79
Jun,1.Concord,77.4
Jun,1.Concord,71.4
Jun,1.Concord,66.6
Jun,1.Concord,63.7
Jun,1.Concord,60.8
Jun,1.Concord,58.8
Jun,1.Concord,57.7
Jun,1.Concord,57
Jun,1.Concord,57.2
Jun,1.Concord,59.4
Jun,1.Concord,62.1
Jun,1.Concord,62.2
Jun,1.Concord,63.3
Jun,1.Concord,66.4
Jun,1.Concord,69.6
Jun,1.Concord,73.2
Jun,1.Concord,75.2
Jun,1.Concord,76.1
Jun,1.Concord,78.3
Jun,1.Concord,79.2
Jun,1.Concord,80.2
Jun,1.Concord,81.9
Jun,1.Concord,81.7
Jun,1.Concord,81
Jun,1.Concord,80.8
Jun,1.Concord,79.7
Jun,1.Concord,76.5
Jun,1.Concord,71.8
Jun,1.Concord,70.9
Jun,1.Concord,69.8
Jun,1.Concord,67.8
Jun,1.Concord,66.7
Jun,1.Concord,64.4
Jun,1.Concord,61.2
Jun,1.Concord,62.8
Jun,1.Concord,62.4
Jun,1.Concord,65.8
Jun,1.Concord,73.4
Jun,1.Concord,76.1
Jun,1.Concord,77.4
Jun,1.Concord,80.2
Jun,1.Concord,81.3
Jun,1.Concord,84.2
Jun,1.Concord,85.3
Jun,1.Concord,88.2
Jun,1.Concord,89.1
Jun,1.Concord,88.7
Jun,1.Concord,88
Jun,1.Concord,86.9
Jun,1.Concord,85.6
Jun,1.Concord,82.2
Jun,1.Concord,76.5
Jun,1.Concord,71.8
Jun,1.Concord,69.8
Jun,1.Concord,67.8
Jun,1.Concord,66.4
Jun,1.Concord,62.2
Jun,1.Concord,62.6
Jun,1.Concord,59.9
Jun,1.Concord,59.4
Jun,1.Concord,63.5
Jun,1.Concord,69.6
Jun,1.Concord,76.1
Jun,1.Concord,82.4
Jun,1.Concord,85.1
Jun,1.Concord,87.3
Jun,1.Concord,89.2
Jun,1.Concord,90
Jun,1.Concord,90
Jun,1.Concord,89.2
Jun,1.Concord,86
Jun,1.Concord,82.4
Jun,1.Concord,80.1
Jun,1.Concord,73.8
Jun,1.Concord,71.4
Jun,1.Concord,66.7
Jun,1.Concord,64.8
Jun,1.Concord,61
Jun,1.Concord,58.8
Jun,1.Concord,56.7
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,54.1
Jun,1.Concord,56.1
Jun,1.Concord,57.4
Jun,1.Concord,60.4
Jun,1.Concord,62.6
Jun,1.Concord,66.2
Jun,1.Concord,68.4
Jun,1.Concord,71.2
Jun,1.Concord,73
Jun,1.Concord,73.2
Jun,1.Concord,73.8
Jun,1.Concord,73
Jun,1.Concord,72
Jun,1.Concord,70.7
Jun,1.Concord,67.5
Jun,1.Concord,63.5
Jun,1.Concord,58.8
Jun,1.Concord,56.8
Jun,1.Concord,55.8
Jun,1.Concord,54.9
Jun,1.Concord,52.9
Jun,1.Concord,52.2
Jun,1.Concord,53.4
Jun,1.Concord,53.1
Jun,1.Concord,53.2
Jun,1.Concord,52.9
Jun,1.Concord,54
Jun,1.Concord,57
Jun,1.Concord,60.6
Jun,1.Concord,65.1
Jun,1.Concord,67.1
Jun,1.Concord,68.2
Jun,1.Concord,69.4
Jun,1.Concord,70
Jun,1.Concord,68
Jun,1.Concord,66
Jun,1.Concord,64.4
Jun,1.Concord,61
Jun,1.Concord,57.9
Jun,1.Concord,56.8
Jun,1.Concord,55.8
Jun,1.Concord,55
Jun,1.Concord,54.7
Jun,1.Concord,53.8
Jun,1.Concord,52.9
Jun,1.Concord,52
Jun,1.Concord,52
Jun,1.Concord,51.8
Jun,1.Concord,51.3
Jun,1.Concord,52.3
Jun,1.Concord,55.4
Jun,1.Concord,58.5
Jun,1.Concord,62.4
Jun,1.Concord,65.3
Jun,1.Concord,68.5
Jun,1.Concord,72.3
Jun,1.Concord,75.2
Jun,1.Concord,76.1
Jun,1.Concord,76.8
Jun,1.Concord,76.1
Jun,1.Concord,74.3
Jun,1.Concord,72.5
Jun,1.Concord,67.5
Jun,1.Concord,62.4
Jun,1.Concord,58.8
Jun,1.Concord,56.8
Jun,1.Concord,55.8
Jun,1.Concord,54.9
Jun,1.Concord,53.8
Jun,1.Concord,53.1
Jun,1.Concord,53.1
Jun,1.Concord,52.9
Jun,1.Concord,52.2
Jun,1.Concord,53.6
Jun,1.Concord,58.3
Jun,1.Concord,61.5
Jun,1.Concord,66.6
Jun,1.Concord,69.8
Jun,1.Concord,73
Jun,1.Concord,78.1
Jun,1.Concord,81.1
Jun,1.Concord,81.9
Jun,1.Concord,80.8
Jun,1.Concord,80.2
Jun,1.Concord,79
Jun,1.Concord,77.4
Jun,1.Concord,71.4
Jun,1.Concord,66.2
Jun,1.Concord,59.9
Jun,1.Concord,57.7
Jun,1.Concord,56.8
Jun,1.Concord,55.8
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,54
Jun,1.Concord,53.8
Jun,1.Concord,53.2
Jun,1.Concord,55.6
Jun,1.Concord,59.5
Jun,1.Concord,64.6
Jun,1.Concord,69.6
Jun,1.Concord,74.5
Jun,1.Concord,78.3
Jun,1.Concord,79.2
Jun,1.Concord,80.2
Jun,1.Concord,81.9
Jun,1.Concord,80.8
Jun,1.Concord,79.9
Jun,1.Concord,78.4
Jun,1.Concord,77.5
Jun,1.Concord,73.2
Jun,1.Concord,67.5
Jun,1.Concord,62.6
Jun,1.Concord,60.1
Jun,1.Concord,60.1
Jun,1.Concord,59.9
Jun,1.Concord,57.7
Jun,1.Concord,57
Jun,1.Concord,56.8
Jun,1.Concord,55.8
Jun,1.Concord,55.2
Jun,1.Concord,57.4
Jun,1.Concord,60.6
Jun,1.Concord,65.5
Jun,1.Concord,70.3
Jun,1.Concord,73.6
Jun,1.Concord,77.4
Jun,1.Concord,80.4
Jun,1.Concord,82.9
Jun,1.Concord,83.1
Jun,1.Concord,83.8
Jun,1.Concord,83.1
Jun,1.Concord,82
Jun,1.Concord,81.7
Jun,1.Concord,78.6
Jun,1.Concord,75.6
Jun,1.Concord,73
Jun,1.Concord,72.9
Jun,1.Concord,71.8
Jun,1.Concord,69.8
Jun,1.Concord,68.9
Jun,1.Concord,66.7
Jun,1.Concord,66
Jun,1.Concord,65.8
Jun,1.Concord,64.9
Jun,1.Concord,65.1
